"","elevation_m","ca_ppm","temperature_c","par","vcmax","jmax","phi_psii","e_partitioning_coef","absorbance","photosystem_partitioning_coef","theta","patm_pa","ca_pa","ci_pa","gammastar_pa","km_pa","mc","ac","m","psii_light","j_a","j_b","j_c","j","aj","a","phi_psii_tresp","jmax_tresp","ID"
"12",0,420,12,400,36.5308635938273,103.808058793525,0.541215757857974,4,4,0.5,0.85,101325,42.5565,29.78955,2.1603410055329,23.5062680035594,0.518412326322149,18.9380499782331,0.809997685899756,170,0.85,-195.81473762938,9551.03472598946,70.1173576726403,14.198724364061,13.6507614101536,"yes","yes","CAF006_H"
"13",0,420,13,400,40.5815876672907,111.702402185606,0.567140757857974,4,4,0.5,0.85,101325,42.5565,29.78955,2.2842340486256,25.605165108266,0.496533214361997,20.150106168353,0.800550132825471,170,0.85,-208.116331021461,10769.6674551171,74.2882732439384,14.8678717532025,14.2591479381931,"yes","yes","CAF006_H"
"14",0,420,14,400,45.0445134498283,120.126033923119,0.591347757857974,4,4,0.5,0.85,101325,42.5565,29.78955,2.41429431706777,27.8941679721403,0.474575090602754,21.3770040516093,0.790777805018627,170,0.85,-220.655152758975,12076.1643395373,78.4157547560224,15.5023596062116,14.8266919044642,"yes","yes","CAF006_H"
"15",0,420,15,400,49.9562567522561,129.105945604227,0.613836757857974,4,4,0.5,0.85,101325,42.5565,29.78955,2.55077938931066,30.3906518621739,0.452620127015729,22.6112072764365,0.780679421325219,170,0.85,-233.458194440083,13472.4957618808,82.4732623105446,16.0962946738497,15.3469508225659,"yes","yes","CAF006_H"
"16",0,420,16,400,55.3554791921349,138.668458970008,0.634607757857974,4,4,0.5,0.85,101325,42.5565,29.78955,2.69395535283394,33.1135569702636,0.430751292777558,23.8444442243333,0.770254421542154,170,0.85,-246.551777805863,14960.0135715381,86.4316721727911,16.6435944130936,15.8132622252115,"yes","yes","CAF006_H"
"17",0,420,17,400,61.2825557958063,148.83837075394,0.653660757857974,4,4,0.5,0.85,101325,42.5565,29.78955,2.84409699946588,36.083522761066,0.409051101931594,25.067696977459,0.759503000003198,170,0.85,-259.960699589795,16539.2663783123,90.2604796672615,17.1382762722532,16.2190379353161,"yes","yes","CAF006_H"
"18",0,420,18,400,67.7790125106409,159.637755735736,0.670995757857974,4,4,0.5,0.85,101325,42.5565,29.78955,3.00148802255097,39.3230329416552,0.387600359258219,26.2711695992917,0.748426136330629,170,0.85,-273.707034571592,18209.7636717499,93.9289483136896,17.5747199690035,16.5580347813439,"yes","yes","CAF006_H"
"19",0,420,19,400,74.8866383690752,171.08431075992,0.686612757857974,4,4,0.5,0.85,101325,42.5565,29.78955,3.16642121591755,42.8565718002947,0.366476945008432,27.4442264514499,0.737025622937952,170,0.85,-287.808479595775,19969.6739743069,97.407151403277,17.9478916104029,16.8245920348668,"yes","yes","CAF006_H"
"20",0,420,20,400,82.6461442604393,183.189089105462,0.700511757857974,4,4,0.5,0.85,101325,42.5565,29.78955,3.33919867459728,46.7107927065766,0.345754677555566,28.575290959979,0.725304088879214,170,0.85,-302.276087941318,21815.4388410436,100.666847889717,18.2535190972484,17.0138269333418,"yes","yes","CAF006_H"
"21",0,420,21,400,91.0951996468964,195.953436468752,0.712692757857974,4,4,0.5,0.85,101325,42.5565,29.78955,3.52013199724664,50.9146996122977,0.325502289271647,29.6516960267225,0.713265019657203,170,0.85,-317.111205304608,23741.2811582726,103.682147142584,18.4882121799391,17.1217841852357,"yes","yes","CAF006_H"
"22",0,420,22,400,100.265631026773,209.364900297904,0.723155757857974,4,4,0.5,0.85,101325,42.5565,29.78955,3.70954249022002,55.4998424417975,0.305782545321533,30.6594798636364,0.700912772626295,170,0.85,-332.30137913376,25738.5836344443,106.429940663697,18.6495262002609,17.1455417348593,"yes","yes","CAF006_H"
"23",0,420,23,400,110.179515484125,223.391850898557,0.731900757857974,4,4,0.5,0.85,101325,42.5565,29.78955,3.90776137324251,60.5005273121612,0.286651528022022,31.5831264702506,0.688252587655921,170,0.85,-347.814979734412,27795.1130452314,108.890105634613,18.7359742432873,17.0832815110254,"yes","yes","CAF006_H"
"24",0,420,24,400,120.843858955392,237.976540404669,0.738927757857974,4,4,0.5,0.85,101325,42.5565,29.78955,4.11512998662961,65.9540425777577,0.268158101467929,32.4052597915361,0.675290592757517,170,0.85,-363.594259240524,29894.0701420833,111.045508221757,18.7469967675326,16.9343388832017,"yes","yes","CAF006_H"
"25",0,420,25,400,132.2435313,253.0263604,0.744236757857974,4,4,0.5,0.85,101325,42.5565,29.78955,4.332,71.9009017501241,0.250343562860305,33.1063167908703,0.662033804421178,170,0.85,-379.546609235856,32012.9580798389,112.881849566088,18.6829000795841,16.6992471100841,"yes","yes","CAF006_H"
"26",0,420,26,400,144.332173389288,268.40318278626,0.747827757857974,4,4,0.5,0.85,101325,42.5565,29.78955,4.55873362242659,78.3851044032846,0.233241478946729,33.6642495809133,0.648490122457565,170,0.85,-395.533901622115,34122.2895654488,114.387403152974,18.5447752695687,16.3797926687294,"yes","yes","CAF006_H"
"27",0,420,27,400,157.020950557069,283.910943515395,0.749700757857974,4,4,0.5,0.85,101325,42.5565,29.78955,4.79570381397004,85.4544162363034,0.216877698696876,34.0543424040131,0.634668319195399,170,0.85,-411.360072351251,36184.202418003,115.552690188544,18.3344079151175,15.9790936567614,"yes","yes","CAF006_H"
"28",0,420,28,400,170.16538074114,299.282135841087,0.749855757857974,4,4,0.5,0.85,101325,42.5565,29.78955,5.04329449853823,93.1606695292687,0.201270527179261,34.2492758894289,0.620578022944399,170,0.85,-426.757614676943,38151.1335733602,116.370132436128,18.0541866792475,15.5017059681304,"yes","yes","CAF006_H"
"29",0,420,29,400,183.551108923171,314.164703188108,0.748292757857975,4,4,0.5,0.85,101325,42.5565,29.78955,5.30190077801389,101.56008529609,0.186431040838338,34.219624283578,0.606229695696838,170,0.85,-441.374472023964,39964.8192689445,116.833712581193,17.7070165063071,14.9537498724595,"yes","yes","CAF006_H"
"30",0,420,30,400,196.88050996945,328.112006729919,0.745011757857974,4,4,0.5,0.85,101325,42.5565,29.78955,5.57192914759225,110.713618507523,0.172363521119533,33.9350179381438,0.591634605107065,170,0.85,-454.764005565774,41556.0414943879,116.93866288903,17.2962399100248,14.3430322604831,"yes","yes","CAF006_H"
"31",0,420,31,400,209.763367496621,340.580009105744,0.740012757857974,4,4,0.5,0.85,101325,42.5565,29.78955,5.85379771226954,120.687327830814,0.159065981649633,33.3662159649827,0.576804790856197,170,0.85,-466.3821779416,42845.7038076381,116.681195131866,16.8255680887218,13.6791175762725,"yes","yes","CAF006_H"
"32",0,420,32,400,221.716370588691,350.937225901414,0.733295757857974,4,4,0.5,0.85,101325,42.5565,29.78955,6.14793640442225,131.55277140833,0.146530763839358,32.488269138051,0.561753025577524,170,0.85,-475.59750473727,43747.932434752,116.058279158196,16.2990223651093,12.973276806279,"yes","yes","CAF006_H"
"33",0,420,33,400,232.177208120811,358.493620745054,0.724860757857975,4,4,0.5,0.85,101325,42.5565,29.78955,6.45478720241679,143.387430276611,0.134745176641325,31.2847589203283,0.546492770585752,170,0.85,-481.71994958091,44175.8527954865,115.067474204937,15.7208856956401,12.238227573828,"yes","yes","CAF006_H"
"34",0,420,34,400,240.538626738933,362.553328820968,0.714707757857974,4,4,0.5,0.85,101325,42.5565,29.78955,6.77480435018805,156.275161109556,0.123692158027003,29.7527418301905,0.531038126718695,170,0.85,-484.053647656823,44050.3450467484,113.70681600906,15.0956636421497,11.4875842410657,"yes","yes","CAF006_H"
"35",0,420,35,400,246.20479727468,362.49170191549,0.702836757857974,4,4,0.5,0.85,101325,42.5565,29.78955,7.108454577725,170.306680054889,0.113350938276315,27.9075447792148,0.515403780662186,170,0.85,-481.973950751345,43311.3237291993,111.974763816873,14.428054152493,10.7349821933728,"yes","yes","CAF006_H"
"36",0,420,36,400,248.666127916202,357.84930511585,0.689247757857974,4,4,0.5,0.85,101325,42.5565,29.78955,7.45621732240091,185.580079521932,0.103697688142816,25.7861025843359,0.499604947186526,170,0.85,-475.021423951706,41929.9613043627,109.870214471649,13.7229256746201,9.99293375587706,"yes","yes","CAF006_H"
"37",0,420,37,400,247.580348043457,348.425789044608,0.673940757857975,4,4,0.5,0.85,101325,42.5565,29.78955,7.8185849510849,202.2013798709,0.0947061381285108,23.4473786397084,0.483657307774618,170,0.85,-462.995717880464,39919.1178554176,107.392595998671,12.9853034639111,9.27159824325926,"yes","yes","CAF006_H"
"38",0,420,38,400,242.840604141375,334.349200777434,0.656915757857975,4,4,0.5,0.85,101325,42.5565,29.78955,8.19606298297142,220.285118049644,0.0863481582738396,20.9688389217143,0.46757694616698,170,0.85,-446.02487961329,37338.6739650458,104.542060751789,12.2203643780811,8.57775531596046,"yes","yes","CAF006_H"
"39",0,420,39,400,234.610023879001,316.096650923153,0.638172757857974,4,4,0.5,0.85,101325,42.5565,29.78955,8.58917031306358,239.954975323055,0.0785942908815153,18.4390084604654,0.451380281386176,170,0.85,-424.586019759009,34293.1261497807,101.319808465625,11.4334409138019,7.91429055561687,"yes","yes","CAF006_H"
"40",0,420,40,400,223.309561945847,294.453303244681,0.617711757857974,4,4,0.5,0.85,101325,42.5565,29.78955,8.99843943624556,261.344446343216,0.0714142313329975,15.9474807156711,0.435083998832211,170,0.85,-399.464302080537,30920.8354842411,97.7285822617014,10.6300355926559,7.28039216346821,"yes","yes","CAF006_H"
"41",0,420,41,400,209.560108096556,270.415496104496,0.595532757857975,4,4,0.5,0.85,101325,42.5565,29.78955,9.42441667187961,284.59755191504,0.0647772545504233,13.5747284657848,0.418704980060433,170,0.85,-371.656064940352,27377.0186476493,93.7733942188333,9.81584678914893,6.67244516770059,"yes","yes","CAF006_H"
"42",0,420,42,400,194.09437764385,245.06193937727,0.571635757857974,4,4,0.5,0.85,101325,42.5565,29.78955,9.86766238886205,309.869597922504,0.0586525866681009,11.384137306547,0.402260231864305,170,0.85,-342.240018213125,23814.648464472,89.4625468325961,8.99680620801283,6.08539054335508,"yes","yes","CAF006_H"
"43",0,420,43,400,177.661949705606,219.425389877518,0.546020757857974,4,4,0.5,0.85,101325,42.5565,29.78955,10.3287512310729,337.327982994875,0.0530097230992201,9.41781075916176,0.38576681528678,170,0.85,-312.248918713373,20367.8390046146,84.8090116990535,8.17912558769079,5.5141963421067,"yes","yes","CAF006_H"
"44",0,420,44,400,160.949026144597,194.392678178899,0.518687757857975,4,4,0.5,0.85,101325,42.5565,29.78955,10.808272343153,367.153057610515,0.0478186954308309,7.69637246109731,0.369241775176192,170,0.85,-282.569597014755,17140.9474060654,79.832186085433,7.36934452659534,4.95510913442639,"yes","yes","CAF006_H"
"45",0,420,45,400,144.525638519276,170.647493200267,0.489636757857975,4,4,0.5,0.85,101325,42.5565,29.78955,11.3068295965429,399.539037458062,0.0430502904847038,6.22187072074214,0.352702070885686,170,0.85,-253.885742036122,14204.3985022188,74.5599381439489,6.57436114711985,4.053986142953,"yes","yes","CAF006_H"
"46",0,420,46,400,128.822555205941,148.655596102504,0.458867757857974,4,4,0.5,0.85,101325,42.5565,29.78955,11.8250418157169,434.694974001059,0.0386762254844085,4.98237019262264,0.336164508689974,170,0.85,-226.663114938359,11596.2542130214,69.0306326303968,5.80141217568885,3.05003186453352,"yes","yes","CAF006_H"
"47",0,420,47,400,114.13248767263,128.682150723416,0.426380757857975,4,4,0.5,0.85,101325,42.5565,29.78955,12.363543004546,472.845785322544,0.0346692836154697,3.9568915848615,0.319645676460077,170,0.85,-201.166879559272,9327.49080120153,63.2944830456986,5.0579519623333,2.24490426977205,"yes","yes","CAF006_H"
"48",0,420,48,400,100.626936933508,110.827430477236,0.392175757857974,4,4,0.5,0.85,101325,42.5565,29.78955,12.9229825727229,514.233350460737,0.0310034144022111,3.11977862577471,0.303161881096696,170,0.85,-177.497309313091,7388.85136160652,57.4131630346389,4.35137062632311,1.61037457177209,"yes","yes","CAF006_H"
"49",0,420,49,400,88.3803353699816,95.068723230043,0.356252757857975,4,4,0.5,0.85,101325,42.5565,29.78955,13.5040255621826,559.1176705859,0.0276538032962392,2.44405240957712,0.286729089176817,170,0.85,-155.631692065899,5757.64412224568,51.4563186928856,3.68850584780078,1.1183473790274,"yes","yes","CAF006_H"
"50",0,420,50,400,77.3952935749916,81.3001000949391,0.318611757857974,4,4,0.5,0.85,101325,42.5565,29.78955,14.1073528734518,607.7781005117,0.0245969147179314,1.90368543563333,0.270362871217174,170,0.85,-135.464098930795,4403.53852689723,45.4937116663772,3.074952627112,0.742756032008457,"yes","yes","CAF006_H"
"51",0,420,1,400,10.8977064073213,44.6540340286354,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.13883361441901,9.23140183240511,0.734239300687378,8.00152433160799,0.893458143908272,170,0.85,-161.869034028635,5234.1225986665,41.2865604825355,9.2219534242707,7.83805873549816,"no","yes","CAF006_H"
"52",0,420,2,400,12.2138702214597,48.3505322821044,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.20964338898343,10.0461184114395,0.717445137755223,8.76278180355956,0.887331225527749,170,0.85,-165.565532282104,5667.40764144686,44.3107601134038,9.82958026887317,8.57957375023766,"no","yes","CAF006_H"
"53",0,420,3,400,13.6776445394363,52.3227103460361,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.2842947409697,10.933383428413,0.699980400703201,9.5740831053906,0.880929982854559,170,0.85,-169.537710346036,6133.00649321062,47.4749772125159,10.4555327154606,9.36891843729905,"no","yes","CAF006_H"
"54",0,420,4,400,15.3042652679238,56.5887150366735,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.36296396890152,11.8998161930552,0.681866591577828,10.4354671948421,0.874247830078772,170,0.85,-173.803715036674,6633.04623302369,50.7698352544476,11.0963545761644,10.2059032158233,"no","yes","CAF006_H"
"55",0,420,5,400,17.1103905846355,61.1676881045187,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.44583386594446,12.9526494588767,0.663131904602281,11.3464458968783,0.867278458427788,170,0.85,-178.382688104519,7169.77056117116,54.181716131842,11.747658810449,11.0897900381087,"no","yes","CAF006_H"
"56",0,420,6,400,19.1142137509624,66.079793749239,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.53309389216217,14.099785360796,0.643811437916597,12.3059494396523,0.860015875866867,170,0.85,-183.294793749239,7745.54302431704,57.6921363291566,12.4040382889376,12.0192362333878,"no","yes","CAF006_H"
"57",0,420,7,400,21.3355804372965,71.3462384646725,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.6249403490516,15.3498561698672,0.623947278902168,13.3122773576495,0.852454447786999,170,0.85,-188.561238464673,8362.84934163659,61.277266048785,13.0590194978785,12.7389857913191,"no","yes","CAF006_H"
"58",0,420,8,400,23.7961089813869,76.9892793465093,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.72157655632546,16.7122902413954,0.603588445058756,14.363056418524,0.844588938448095,170,0.85,-194.204279346509,9024.29837860109,64.9077401551607,13.705089838678,13.3481482039572,"no","yes","CAF006_H"
"59",0,420,9,400,26.5193110619262,83.0322154442902,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.82321303090796,18.1973835583231,0.582790666027907,15.4552069563812,0.836414552917142,170,0.85,-200.24721544429,9732.62113330247,68.5489444855072,14.3338336886969,13.936044022768,"no","yes","CAF006_H"
"60",0,420,10,400,29.5307089167334,89.4993545988435,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,1.93006766810897,19.8163772988046,0.561615997299629,16.5849185392363,0.827926979213242,170,0.85,-206.714354598844,10490.6668493034,72.1619607341975,14.9362085411922,14.4932479074412,"no","yes","CAF006_H"
"61",0,420,11,400,32.8579432972686,96.4159452646349,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.04236592493982,21.5815418854184,0.540132262264338,17.747635246507,0.81912243034486,170,0.85,-213.630945264635,11301.3950241942,75.7052859243533,15.5029744490772,15.0101052996182,"no","yes","CAF006_H"
"62",0,420,12,400,36.5308635938273,103.808058793525,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.1603410055329,23.5062680035594,0.518412326322149,18.9380499782331,0.809997685899756,170,0.85,-221.023058793525,12167.861611483,79.1372874484267,16.0252549254024,15.477291971495,"no","yes","CAF006_H"
"63",0,420,13,400,40.5815876672907,111.702402185606,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.2842340486256,25.605165108266,0.496533214361997,20.150106168353,0.800550132825471,170,0.85,-228.917402185606,13093.1970721858,82.4191298159044,16.4951613303705,15.8864375153612,"no","yes","CAF006_H"
"64",0,420,14,400,45.0445134498283,120.126033923119,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.41429431706777,27.8941679721403,0.474575090602754,21.3770040516093,0.790777805018627,170,0.85,-237.341033923119,14080.5730662984,85.5176912013501,16.9063730346161,16.2307053328687,"no","yes","CAF006_H"
"65",0,420,15,400,49.9562567522561,129.105945604227,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.55077938931066,30.3906518621739,0.452620127015729,22.6112072764365,0.780679421325219,170,0.85,-246.320945604227,15133.1534139995,88.4078911709067,17.2545553299716,16.5052114786877,"no","yes","CAF006_H"
"66",0,420,16,400,55.3554791921349,138.668458970008,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.69395535283394,33.1135569702636,0.430751292777558,23.8444442243333,0.770254421542154,170,0.85,-255.883458970008,16254.0234181694,91.0739577522025,17.5375296614943,16.7071974736123,"no","yes","CAF006_H"
"67",0,420,17,400,61.2825557958063,148.83837075394,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,2.84409699946588,36.083522761066,0.409051101931594,25.067696977459,0.759503000003198,170,0.85,-266.05337075394,17446.0896279231,93.5094491734144,17.7551767939637,16.8359384570266,"no","yes","CAF006_H"
"68",0,420,18,400,67.7790125106409,159.637755735736,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,3.00148802255097,39.3230329416552,0.387600359258219,26.2711695992917,0.748426136330629,170,0.85,-276.852755735736,18711.9395385643,95.7161833625905,17.9091233245944,16.8924381369348,"no","yes","CAF006_H"
"69",0,420,19,400,74.8866383690752,171.08431075992,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,3.16642121591755,42.8565718002947,0.366476945008432,27.4442264514499,0.737025622937952,170,0.85,-288.29931075992,20053.647485724,97.7024656848616,18.0023051584898,16.8790055829536,"no","yes","CAF006_H"
"70",0,420,20,400,82.6461442604393,183.189089105462,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,3.33919867459728,46.7107927065766,0.345754677555566,28.575290959979,0.725304088879214,170,0.85,-300.404089105462,21472.5090794967,99.48106739503,18.038506236921,16.7988140730144,"no","yes","CAF006_H"
"71",0,420,21,400,91.0951996468964,195.953436468752,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,3.52013199724664,50.9146996122977,0.325502289271647,29.6516960267225,0.713265019657203,170,0.85,-313.168436468752,22968.6820556848,101.067321198288,18.0219462102994,16.655518215596,"no","yes","CAF006_H"
"72",0,420,22,400,100.265631026773,209.364900297904,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,3.70954249022002,55.4998424417975,0.305782545321533,30.6594798636364,0.700912772626295,170,0.85,-326.579900297904,24540.7067884189,102.477548310325,17.9569556295337,16.4529711641321,"no","yes","CAF006_H"
"73",0,420,23,400,110.179515484125,223.391850898557,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,3.90776137324251,60.5005273121612,0.286651528022022,31.5831264702506,0.688252587655921,170,0.85,-340.606850898557,26184.8758030743,103.72788835086,17.847746892391,16.1950541601291,"no","yes","CAF006_H"
"74",0,420,24,400,120.843858955392,237.976540404669,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,4.11512998662961,65.9540425777577,0.268158101467929,32.4052597915361,0.675290592757517,170,0.85,-355.191540404669,27894.4201835332,104.833506477952,17.6982701825863,15.8856122982554,"no","yes","CAF006_H"
"75",0,420,25,400,132.2435313,253.0263604,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,4.332,71.9009017501241,0.250343562860305,33.1063167908703,0.662033804421178,170,0.85,-370.2413604,29658.484834286,105.808104573863,17.5121355024071,15.5284825329071,"no","yes","CAF006_H"
"76",0,420,26,400,144.332173389288,268.40318278626,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,4.55873362242659,78.3851044032846,0.233241478946729,33.6642495809133,0.648490122457565,170,0.85,-385.61818278626,31460.8790702914,106.663651392951,17.2925810883964,15.1275984875571,"no","yes","CAF006_H"
"77",0,420,27,400,157.020950557069,283.910943515395,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,4.79570381397004,85.4544162363034,0.216877698696876,34.0543424040131,0.634668319195399,170,0.85,-401.125943515395,33278.6212441571,107.410254136694,17.0424713643216,14.6871571059656,"no","yes","CAF006_H"
"78",0,420,28,400,170.16538074114,299.282135841087,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,5.04329449853823,93.1606695292687,0.201270527179261,34.2492758894289,0.620578022944399,170,0.85,-416.497135841087,35080.355552613,108.056108709485,16.7643115774993,14.2118308663822,"no","yes","CAF006_H"
"79",0,420,29,400,183.551108923171,314.164703188108,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,5.30190077801389,101.56008529609,0.186431040838338,34.219624283578,0.606229695696838,170,0.85,-431.379703188108,36824.8156841941,108.607480822476,16.4602700123525,13.7070033785049,"no","yes","CAF006_H"
"80",0,420,30,400,196.88050996945,328.112006729919,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,5.57192914759225,110.713618507523,0.172363521119533,33.9350179381438,0.591634605107065,170,0.85,-445.327006729919,38459.6488688474,109.068681884747,16.1322016341076,13.1789939845659,"no","yes","CAF006_H"
"81",0,420,31,400,209.763367496621,340.580009105744,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,5.85379771226954,120.687327830814,0.159065981649633,33.3662159649827,0.576804790856197,170,0.85,-457.795009105744,39921.0857673298,109.442011187674,15.781669093497,12.6352185810477,"no","yes","CAF006_H"
"82",0,420,32,400,221.716370588691,350.937225901414,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,6.14793640442225,131.55277140833,0.146530763839358,32.488269138051,0.561753025577524,170,0.85,-468.152225901414,41135.1069340343,109.727639141024,15.4099583192373,12.0842127604069,"no","yes","CAF006_H"
"83",0,420,33,400,232.177208120811,358.493620745054,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,6.45478720241679,143.387430276611,0.134745176641325,31.2847589203283,0.546492770585752,170,0.85,-475.708620745054,42020.8297556315,109.923405336715,15.0180865836706,11.5354284618584,"no","yes","CAF006_H"
"84",0,420,34,400,240.538626738933,362.553328820968,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,6.77480435018805,156.275161109556,0.123692158027003,29.7527418301905,0.531038126718695,170,0.85,-479.768328820968,42496.6884377497,110.024499841489,14.6068010722464,10.9987216711624,"no","yes","CAF006_H"
"85",0,420,35,400,246.20479727468,362.49170191549,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,7.108454577725,170.306680054889,0.113350938276315,27.9075447792148,0.515403780662186,170,0.85,-479.70670191549,42489.4648400241,110.022985734076,14.1765657017712,10.483493742651,"no","yes","CAF006_H"
"86",0,420,36,400,248.666127916202,357.84930511585,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,7.45621732240091,185.580079521932,0.103697688142816,25.7861025843359,0.499604947186526,170,0.85,-475.06430511585,41945.3062991543,109.907104323763,13.7275332627744,9.99754134403135,"no","yes","CAF006_H"
"87",0,420,37,400,247.580348043457,348.425789044608,0.6895,4,4,0.5,0.85,101325,42.5565,29.78955,7.8185849510849,202.2013798709,0.0947061381285108,23.4473786397084,0.483657307774618,170,0.85,-465.640789044608,40840.7288628637,109.660280053857,13.2594989551647,9.54579373451287,"no","yes","CAF006_H"
